item_id,category,arm,template_id,counterbalance,prompt_text,answer_A,answer_B,token_A,token_B,gold_control,p_end,p_slot,p_A,p_B,n_tokens,passes_precondition,precondition_margin
C_013,C,conflict,C1,slot_on_context,Fact: the capital of Cuba is Moscow. Question: what is the capital of Cuba? Answer: the capital of Cuba is,Moscow,Havana,9070,40274,B,25,8,8,-1,26,True,6.814990997314453
C_013,C,control,C1,slot_on_context,Fact: the capital of Cuba is Havana. Question: what is the capital of Cuba? Answer: the capital of Cuba is,Moscow,Havana,9070,40274,B,25,8,-1,8,26,True,6.814990997314453
C_014,C,conflict,C1,slot_on_context,Fact: the capital of Russia is Madrid. Question: what is the capital of Russia? Answer: the capital of Russia is,Madrid,Moscow,14708,9070,B,25,8,8,-1,26,True,9.680667877197266
C_014,C,control,C1,slot_on_context,Fact: the capital of Russia is Moscow. Question: what is the capital of Russia? Answer: the capital of Russia is,Madrid,Moscow,14708,9070,B,25,8,-1,8,26,True,9.680667877197266
C_015,C,conflict,C1,slot_on_context,Fact: the capital of Sweden is Athens. Question: what is the capital of Sweden? Answer: the capital of Sweden is,Athens,Stockholm,21891,29679,B,25,8,8,-1,26,True,9.97044563293457
C_015,C,control,C1,slot_on_context,Fact: the capital of Sweden is Stockholm. Question: what is the capital of Sweden? Answer: the capital of Sweden is,Athens,Stockholm,21891,29679,B,25,8,-1,8,26,True,9.97044563293457
C_016,C,conflict,C1,slot_on_context,Fact: the capital of England is Dublin. Question: what is the capital of England? Answer: the capital of England is,Dublin,London,18220,3576,B,25,8,8,-1,26,True,3.858689308166504
C_016,C,control,C1,slot_on_context,Fact: the capital of England is London. Question: what is the capital of England? Answer: the capital of England is,Dublin,London,18220,3576,B,25,8,-1,8,26,True,3.858689308166504
C_017,C,conflict,C1,slot_on_context,Fact: the capital of Italy is Paris. Question: what is the capital of Italy? Answer: the capital of Italy is,Paris,Rome,6342,10598,B,25,8,8,-1,26,True,5.8138017654418945
C_017,C,control,C1,slot_on_context,Fact: the capital of Italy is Rome. Question: what is the capital of Italy? Answer: the capital of Italy is,Paris,Rome,6342,10598,B,25,8,-1,8,26,True,5.8138017654418945
C_018,C,conflict,C2,slot_on_context,Fact: the Eiffel Tower is in Athens. Question: where is the Eiffel Tower? Answer: the Eiffel Tower is in,Athens,Paris,21891,6342,B,30,10,10,-1,31,True,3.3549461364746094
C_018,C,control,C2,slot_on_context,Fact: the Eiffel Tower is in Paris. Question: where is the Eiffel Tower? Answer: the Eiffel Tower is in,Athens,Paris,21891,6342,B,30,10,-1,10,31,True,3.3549461364746094
C_019,C,conflict,C2,slot_on_context,Fact: the Brandenburg Gate is in Cairo. Question: where is the Brandenburg Gate? Answer: the Brandenburg Gate is in,Cairo,Berlin,23732,11307,B,27,9,9,-1,28,True,7.504035949707031
C_019,C,control,C2,slot_on_context,Fact: the Brandenburg Gate is in Berlin. Question: where is the Brandenburg Gate? Answer: the Brandenburg Gate is in,Cairo,Berlin,23732,11307,B,27,9,-1,9,28,True,7.504035949707031
C_020,C,conflict,C2,slot_on_context,Fact: the Acropolis is in Moscow. Question: where is the Acropolis? Answer: the Acropolis is in,Moscow,Athens,9070,21891,B,24,8,8,-1,25,True,1.847921371459961
C_020,C,control,C2,slot_on_context,Fact: the Acropolis is in Athens. Question: where is the Acropolis? Answer: the Acropolis is in,Moscow,Athens,9070,21891,B,24,8,-1,8,25,True,1.847921371459961
C_021,C,conflict,C2,slot_on_context,Fact: the Kremlin is in Rome. Question: where is the Kremlin? Answer: the Kremlin is in,Rome,Moscow,10598,9070,B,21,7,7,-1,22,True,5.949766159057617
C_021,C,control,C2,slot_on_context,Fact: the Kremlin is in Moscow. Question: where is the Kremlin? Answer: the Kremlin is in,Rome,Moscow,10598,9070,B,21,7,-1,7,22,True,5.949766159057617
C_022,C,conflict,C2,slot_on_context,Fact: the Sphinx is in Berlin. Question: where is the Sphinx? Answer: the Sphinx is in,Berlin,Cairo,11307,23732,B,24,8,8,-1,25,True,1.7691621780395508
C_022,C,control,C2,slot_on_context,Fact: the Sphinx is in Cairo. Question: where is the Sphinx? Answer: the Sphinx is in,Berlin,Cairo,11307,23732,B,24,8,-1,8,25,True,1.7691621780395508
C_023,C,conflict,C2,slot_on_context,Fact: the Big Ben is in Moscow. Question: where is the Big Ben? Answer: the Big Ben is in,Moscow,London,9070,3576,B,24,8,8,-1,25,True,3.023897171020508
C_023,C,control,C2,slot_on_context,Fact: the Big Ben is in London. Question: where is the Big Ben? Answer: the Big Ben is in,Moscow,London,9070,3576,B,24,8,-1,8,25,True,3.023897171020508
C_024,C,conflict,C2,slot_on_context,Fact: the Colosseum is in Cairo. Question: where is the Colosseum? Answer: the Colosseum is in,Cairo,Rome,23732,10598,B,30,10,10,-1,31,True,3.488375663757324
C_024,C,control,C2,slot_on_context,Fact: the Colosseum is in Rome. Question: where is the Colosseum? Answer: the Colosseum is in,Cairo,Rome,23732,10598,B,30,10,-1,10,31,True,3.488375663757324
